iter	Passed	Remaining
2600	74919	213121
2601	74948	213094
2602	74977	213063
2603	75006	213036
2604	75034	213005
2605	75063	212977
2606	75092	212948
2607	75120	212919
2608	75149	212889
2609	75178	212861
2610	75207	212834
2611	75236	212806
2612	75265	212778
2613	75293	212745
2614	75322	212716
2615	75351	212689
2616	75380	212661
2617	75409	212632
2618	75438	212605
2619	75467	212576
2620	75494	212543
2621	75523	212515
2622	75552	212487
2623	75581	212458
2624	75610	212429
2625	75639	212401
2626	75669	212375
2627	75696	212341
2628	75726	212315
2629	75755	212288
2630	75783	212256
2631	75812	212229
2632	75841	212200
2633	75870	212171
2634	75897	212138
2635	75926	212111
2636	75956	212084
2637	75985	212057
2638	76015	212030
2639	76044	212004
2640	76074	211977
2641	76103	211949
2642	76132	211921
2643	76161	211892
2644	76190	211863
2645	76219	211835
2646	76248	211807
2647	76277	211780
2648	76306	211752
2649	76336	211725
2650	76365	211697
2651	76395	211671
2652	76424	211644
2653	76454	211619
2654	76484	211592
2655	76513	211563
2656	76543	211538
2657	76573	211512
2658	76602	211484
2659	76632	211459
2660	76661	211431
2661	76690	211402
2662	76719	211374
2663	76749	211349
2664	76778	211320
2665	76807	211293
2666	76837	211266
2667	76866	211237
2668	76892	211201
2669	76920	211172
2670	76949	211143
2671	76977	211111
2672	77005	211082
2673	77035	211054
2674	77064	211027
2675	77092	210996
2676	77122	210969
2677	77150	210939
2678	77177	210907
2679	77205	210874
2680	77233	210843
2681	77262	210815
2682	77291	210787
2683	77321	210761
2684	77350	210732
2685	77380	210706
2686	77406	210671
2687	77435	210643
2688	77464	210613
2689	77493	210587
2690	77522	210557
2691	77551	210530
2692	77581	210503
2693	77610	210474
2694	77639	210448
2695	77667	210416
2696	77697	210390
2697	77727	210365
2698	77757	210340
2699	77788	210317
2700	77827	210316
2701	77858	210292
2702	77886	210262
2703	77916	210236
2704	77946	210211
2705	77976	210184
2706	78006	210159
2707	78035	210132
2708	78065	210105
2709	78093	210073
2710	78122	210045
2711	78151	210018
2712	78178	209984
2713	78208	209958
2714	78235	209923
2715	78264	209895
2716	78293	209868
2717	78323	209842
2718	78352	209813
2719	78382	209788
2720	78410	209757
2721	78441	209734
2722	78469	209704
2723	78498	209676
2724	78529	209651
2725	78558	209624
2726	78589	209600
2727	78619	209574
2728	78649	209548
2729	78679	209523
2730	78706	209491
2731	78737	209466
2732	78767	209441
2733	78798	209417
2734	78828	209392
2735	78859	209368
2736	78888	209339
2737	78917	209312
2738	78945	209282
2739	78975	209255
2740	79004	209227
2741	79031	209194
2742	79061	209167
2743	79090	209139
2744	79118	209110
2745	79146	209077
2746	79173	209045
2747	79202	209016
2748	79232	208990
2749	79261	208963
2750	79291	208936
2751	79321	208911
2752	79351	208883
2753	79380	208857
2754	79411	208832
2755	79440	208805
2756	79469	208776
2757	79498	208748
2758	79526	208718
2759	79554	208685
2760	79583	208657
2761	79612	208629
2762	79641	208602
2763	79670	208572
2764	79700	208545
2765	79728	208516
2766	79758	208489
2767	79787	208462
2768	79815	208430
2769	79844	208401
2770	79873	208374
2771	79902	208347
2772	79932	208319
2773	79961	208291
2774	79990	208264
2775	80019	208235
2776	80049	208208
2777	80078	208180
2778	80107	208152
2779	80137	208125
2780	80166	208099
2781	80193	208065
2782	80223	208037
2783	80252	208011
2784	80279	207977
2785	80308	207948
2786	80336	207917
2787	80365	207890
2788	80395	207862
2789	80424	207835
2790	80454	207808
2791	80484	207782
2792	80514	207758
2793	80543	207729
2794	80571	207699
2795	80601	207672
2796	80628	207639
2797	80658	207612
2798	80686	207582
2799	80716	207556
2800	80745	207528
2801	80775	207501
2802	80804	207473
2803	80833	207445
2804	80862	207418
2805	80891	207388
2806	80920	207361
2807	80950	207334
2808	80979	207306
2809	81008	207278
2810	81037	207250
2811	81066	207222
2812	81096	207194
2813	81126	207169
2814	81153	207135
2815	81182	207108
2816	81211	207080
2817	81241	207053
2818	81270	207024
2819	81299	206997
2820	81329	206971
2821	81359	206943
2822	81388	206915
2823	81417	206888
2824	81447	206861
2825	81477	206835
2826	81506	206807
2827	81533	206774
2828	81563	206747
2829	81592	206719
2830	81621	206690
2831	81650	206663
2832	81677	206630
2833	81707	206602
2834	81736	206575
2835	81766	206549
2836	81795	206521
2837	81823	206490
2838	81856	206472
2839	81886	206445
2840	81913	206413
2841	81942	206385
2842	81972	206358
2843	82000	206326
2844	82028	206295
2845	82057	206267
2846	82084	206233
2847	82112	206204
2848	82139	206171
2849	82168	206142
2850	82197	206114
2851	82226	206085
2852	82256	206058
2853	82285	206031
2854	82314	206002
2855	82343	205974
2856	82371	205943
2857	82400	205915
2858	82429	205887
2859	82458	205858
2860	82487	205829
2861	82516	205800
2862	82555	205797
2863	82585	205770
2864	82614	205742
2865	82642	205712
2866	82672	205686
2867	82701	205657
2868	82730	205630
2869	82760	205602
2870	82789	205575
2871	82819	205548
2872	82847	205519
2873	82877	205491
2874	82906	205464
2875	82936	205437
2876	82965	205409
2877	82994	205380
2878	83023	205351
2879	83052	205323
2880	83079	205289
2881	83107	205261
2882	83137	205234
2883	83164	205201
2884	83193	205173
2885	83223	205146
2886	83252	205116
2887	83281	205089
2888	83310	205061
2889	83338	205030
2890	83368	205003
2891	83397	204976
2892	83427	204948
2893	83456	204922
2894	83486	204895
2895	83514	204865
2896	83543	204836
2897	83570	204803
2898	83600	204775
2899	83628	204745
2900	83656	204715
2901	83686	204688
2902	83716	204662
2903	83744	204633
2904	83773	204603
2905	83803	204576
2906	83832	204550
2907	83862	204523
2908	83892	204496
2909	83921	204467
2910	83950	204440
2911	83979	204411
2912	84008	204382
2913	84037	204354
2914	84066	204326
2915	84095	204297
2916	84124	204269
2917	84154	204242
2918	84184	204216
2919	84211	204183
2920	84240	204154
2921	84266	204120
2922	84295	204092
2923	84322	204058
2924	84351	204030
2925	84378	203997
2926	84408	203970
2927	84438	203944
2928	84466	203914
2929	84494	203882
2930	84523	203854
2931	84551	203824
2932	84581	203796
2933	84610	203768
2934	84639	203741
2935	84669	203714
2936	84697	203684
2937	84726	203656
2938	84753	203621
2939	84782	203593
2940	84811	203565
2941	84841	203537
2942	84870	203510
2943	84899	203482
2944	84928	203454
2945	84958	203426
2946	84987	203398
2947	85016	203371
2948	85045	203342
2949	85073	203311
2950	85102	203282
2951	85131	203254
2952	85161	203227
2953	85188	203195
2954	85217	203166
2955	85246	203138
2956	85275	203110
2957	85305	203082
2958	85334	203055
2959	85363	203027
2960	85393	203000
2961	85422	202971
2962	85451	202943
2963	85480	202915
2964	85510	202888
2965	85539	202860
2966	85568	202832
2967	85596	202800
2968	85623	202768
2969	85652	202739
2970	85681	202710
2971	85708	202677
2972	85738	202650
2973	85767	202623
2974	85796	202595
2975	85823	202561
2976	85852	202534
2977	85882	202506
2978	85911	202478
2979	85940	202450
2980	85969	202421
2981	85998	202393
2982	86027	202365
2983	86056	202337
2984	86085	202308
2985	86114	202280
2986	86143	202251
2987	86172	202223
2988	86202	202195
2989	86230	202165
2990	86259	202137
2991	86289	202110
2992	86318	202082
2993	86345	202048
2994	86374	202021
2995	86403	201992
2996	86431	201963
2997	86461	201935
2998	86491	201909
2999	86520	201880
3000	86548	201851
3001	86577	201822
3002	86607	201795
3003	86635	201765
3004	86664	201735
3005	86693	201707
3006	86722	201678
3007	86751	201650
3008	86780	201623
3009	86810	201595
3010	86839	201568
3011	86867	201537
3012	86895	201507
3013	86924	201478
3014	86954	201450
3015	86983	201422
3016	87012	201394
3017	87041	201366
3018	87070	201338
3019	87100	201311
3020	87128	201280
3021	87156	201251
3022	87185	201222
3023	87213	201189
3024	87242	201161
3025	87271	201134
3026	87301	201107
3027	87331	201082
3028	87361	201056
3029	87391	201029
3030	87420	201001
3031	87450	200973
3032	87480	200947
3033	87509	200919
3034	87538	200891
3035	87567	200862
3036	87596	200834
3037	87626	200807
3038	87655	200779
3039	87684	200751
3040	87712	200721
3041	87741	200693
3042	87771	200665
3043	87800	200637
3044	87829	200610
3045	87858	200581
3046	87886	200549
3047	87915	200521
3048	87943	200490
3049	87972	200461
3050	88001	200432
3051	88030	200404
3052	88059	200377
3053	88089	200349
3054	88118	200322
3055	88146	200290
3056	88175	200263
3057	88204	200234
3058	88233	200204
3059	88261	200175
3060	88302	200173
3061	88332	200146
3062	88360	200115
3063	88388	200085
3064	88416	200054
3065	88445	200026
3066	88473	199995
3067	88501	199964
3068	88530	199937
3069	88559	199907
3070	88588	199880
3071	88618	199854
3072	88648	199827
3073	88678	199799
3074	88707	199772
3075	88734	199739
3076	88763	199709
3077	88791	199680
3078	88820	199650
3079	88847	199617
3080	88875	199587
3081	88903	199557
3082	88933	199529
3083	88962	199502
3084	88991	199473
3085	89020	199445
3086	89049	199417
3087	89079	199390
3088	89108	199361
3089	89137	199333
3090	89165	199303
3091	89195	199276
3092	89222	199243
3093	89251	199215
3094	89280	199185
3095	89309	199158
3096	89337	199128
3097	89367	199100
3098	89396	199072
3099	89425	199044
3100	89455	199017
3101	89483	198986
3102	89512	198958
3103	89542	198932
3104	89571	198904
3105	89600	198874
3106	89628	198845
3107	89657	198816
3108	89686	198788
3109	89716	198760
3110	89745	198732
3111	89774	198704
3112	89804	198676
3113	89833	198649
3114	89862	198620
3115	89891	198592
3116	89919	198562
3117	89949	198534
3118	89978	198505
3119	90006	198475
3120	90035	198446
3121	90064	198418
3122	90091	198386
3123	90120	198358
3124	90149	198328
3125	90178	198300
3126	90207	198272
3127	90237	198244
3128	90265	198215
3129	90295	198188
3130	90324	198159
3131	90353	198131
3132	90382	198103
3133	90411	198074
3134	90441	198047
3135	90468	198014
3136	90497	197986
3137	90527	197959
3138	90555	197930
3139	90585	197902
3140	90613	197872
3141	90643	197845
3142	90672	197817
3143	90702	197790
3144	90731	197763
3145	90761	197736
3146	90790	197708
3147	90817	197675
3148	90846	197647
3149	90876	197619
3150	90904	197589
3151	90933	197561
3152	90962	197532
3153	90990	197501
3154	91017	197469
3155	91046	197441
3156	91076	197413
3157	91105	197385
3158	91134	197356
3159	91163	197329
3160	91193	197301
3161	91222	197273
3162	91250	197244
3163	91279	197215
3164	91309	197188
3165	91338	197159
3166	91367	197130
3167	91396	197102
3168	91424	197072
3169	91453	197043
3170	91482	197015
3171	91511	196986
3172	91539	196955
3173	91569	196928
3174	91599	196902
3175	91628	196874
3176	91656	196844
3177	91686	196816
3178	91714	196786
3179	91743	196758
3180	91773	196730
3181	91802	196702
3182	91830	196672
3183	91857	196640
3184	91885	196608
3185	91914	196580
3186	91944	196553
3187	91973	196525
3188	92002	196497
3189	92032	196470
3190	92061	196442
3191	92091	196415
3192	92120	196386
3193	92148	196357
3194	92178	196329
3195	92207	196301
3196	92236	196273
3197	92265	196245
3198	92294	196217
3199	92324	196189
3200	92354	196163
3201	92384	196136
3202	92413	196107
3203	92442	196080
3204	92471	196051
3205	92500	196022
3206	92529	195994
3207	92558	195966
3208	92588	195938
3209	92617	195910
3210	92644	195877
3211	92671	195844
3212	92700	195816
3213	92729	195788
3214	92758	195759
3215	92784	195725
3216	92813	195696
3217	92841	195664
3218	92869	195634
3219	92899	195607
3220	92928	195579
3221	92957	195552
3222	92987	195523
3223	93016	195495
3224	93044	195465
3225	93073	195436
3226	93102	195408
3227	93130	195378
3228	93158	195347
3229	93187	195319
3230	93217	195292
3231	93247	195265
3232	93275	195234
3233	93303	195205
3234	93333	195177
3235	93362	195149
3236	93390	195118
3237	93419	195091
3238	93448	195062
3239	93478	195034
3240	93506	195004
3241	93535	194976
3242	93564	194947
3243	93593	194919
3244	93621	194889
3245	93651	194861
3246	93680	194833
3247	93708	194803
3248	93736	194771
3249	93765	194744
3250	93794	194716
3251	93823	194687
3252	93853	194659
3253	93880	194628
3254	93909	194599
3255	93939	194572
3256	93968	194544
3257	93997	194516
3258	94027	194488
3259	94056	194460
3260	94085	194432
3261	94114	194404
3262	94143	194375
3263	94173	194347
3264	94200	194315
3265	94229	194286
3266	94258	194258
3267	94287	194230
3268	94315	194198
3269	94344	194171
3270	94373	194142
3271	94402	194114
3272	94432	194086
3273	94461	194058
3274	94490	194030
3275	94519	194002
3276	94547	193971
3277	94576	193942
3278	94605	193914
3279	94635	193887
3280	94664	193859
3281	94693	193830
3282	94722	193801
3283	94750	193770
3284	94779	193743
3285	94808	193714
3286	94836	193682
3287	94865	193655
3288	94894	193626
3289	94922	193596
3290	94950	193564
3291	94976	193530
3292	95005	193502
3293	95034	193473
3294	95063	193445
3295	95092	193416
3296	95121	193387
3297	95147	193353
3298	95176	193324
3299	95205	193296
3300	95233	193264
3301	95262	193236
3302	95292	193210
3303	95319	193178
3304	95349	193150
3305	95378	193123
3306	95406	193093
3307	95435	193064
3308	95465	193036
3309	95493	193007
3310	95523	192979
3311	95550	192947
3312	95579	192918
3313	95608	192890
3314	95637	192861
3315	95667	192834
3316	95695	192805
3317	95724	192776
3318	95753	192746
3319	95783	192720
3320	95812	192692
3321	95841	192664
3322	95869	192634
3323	95897	192603
3324	95925	192571
3325	95953	192541
3326	95982	192513
3327	96010	192483
3328	96038	192452
3329	96066	192422
3330	96093	192389
3331	96122	192361
3332	96152	192333
3333	96179	192301
3334	96209	192274
3335	96238	192246
3336	96266	192215
3337	96295	192187
3338	96325	192159
3339	96362	192147
3340	96391	192118
3341	96420	192090
3342	96449	192062
3343	96478	192033
3344	96506	192004
3345	96535	191974
3346	96563	191944
3347	96593	191918
3348	96623	191890
3349	96651	191859
3350	96680	191831
3351	96709	191804
3352	96739	191776
3353	96768	191748
3354	96794	191714
3355	96824	191686
3356	96853	191659
3357	96882	191629
3358	96912	191602
3359	96941	191575
3360	96971	191547
3361	97000	191520
3362	97027	191487
3363	97057	191460
3364	97086	191432
3365	97116	191405
3366	97143	191373
3367	97173	191346
3368	97202	191318
3369	97231	191289
3370	97261	191262
3371	97290	191235
3372	97320	191207
3373	97349	191178
3374	97376	191147
3375	97406	191119
3376	97438	191096
3377	97486	191106
3378	97522	191090
3379	97554	191068
3380	97584	191042
3381	97616	191019
3382	97648	190996
3383	97678	190970
3384	97708	190942
3385	97736	190912
3386	97766	190886
3387	97796	190859
3388	97826	190832
3389	97856	190805
3390	97885	190777
3391	97915	190750
3392	97942	190717
3393	97971	190689
3394	98000	190659
3395	98027	190628
3396	98056	190599
3397	98085	190571
3398	98114	190543
3399	98144	190515
3400	98173	190488
3401	98202	190458
3402	98231	190430
3403	98260	190402
3404	98289	190373
3405	98318	190344
3406	98347	190315
3407	98376	190287
3408	98406	190259
3409	98435	190232
3410	98464	190203
3411	98493	190173
3412	98520	190142
3413	98549	190113
3414	98579	190086
3415	98608	190058
3416	98638	190030
3417	98667	190002
3418	98695	189972
3419	98725	189944
3420	98754	189916
3421	98783	189889
3422	98813	189860
3423	98842	189832
3424	98870	189803
3425	98900	189775
3426	98929	189747
3427	98959	189719
3428	98988	189692
3429	99017	189663
3430	99046	189634
3431	99075	189606
3432	99105	189578
3433	99134	189550
3434	99163	189521
3435	99192	189492
3436	99221	189464
3437	99250	189436
3438	99280	189408
3439	99308	189379
3440	99338	189351
3441	99367	189323
3442	99395	189292
3443	99424	189264
3444	99453	189236
3445	99482	189207
3446	99511	189179
3447	99540	189150
3448	99569	189121
3449	99598	189093
3450	99626	189062
3451	99654	189031
3452	99683	189002
3453	99712	188974
3454	99741	188946
3455	99770	188918
3456	99800	188890
3457	99829	188862
3458	99858	188832
3459	99886	188801
3460	99915	188774
3461	99944	188745
3462	99972	188714
3463	99999	188683
3464	100029	188655
3465	100058	188627
3466	100087	188598
3467	100114	188566
3468	100144	188538
3469	100172	188509
3470	100201	188480
3471	100231	188453
3472	100258	188421
3473	100288	188393
3474	100317	188365
3475	100344	188334
3476	100374	188306
3477	100403	188277
3478	100432	188249
3479	100460	188219
3480	100490	188192
3481	100519	188163
3482	100548	188135
3483	100577	188106
3484	100606	188077
3485	100635	188050
3486	100665	188023
3487	100695	187994
3488	100722	187963
3489	100752	187936
3490	100782	187909
3491	100812	187883
3492	100842	187855
3493	100870	187825
3494	100897	187793
3495	100926	187765
3496	100955	187736
3497	100984	187707
3498	101013	187679
3499	101040	187647
3500	101069	187618
3501	101099	187590
3502	101127	187561
3503	101157	187533
3504	101185	187503
3505	101215	187476
3506	101244	187448
3507	101274	187420
3508	101303	187392
3509	101332	187363
3510	101361	187335
3511	101390	187306
3512	101419	187278
3513	101449	187251
3514	101477	187220
3515	101506	187192
3516	101535	187164
3517	101571	187148
3518	101602	187122
3519	101628	187089
3520	101658	187062
3521	101686	187032
3522	101714	187000
3523	101743	186972
3524	101772	186943
3525	101801	186914
3526	101830	186886
3527	101859	186858
3528	101889	186830
3529	101917	186800
3530	101946	186772
3531	101973	186739
3532	102002	186711
3533	102031	186682
3534	102060	186654
3535	102064	186578
3536	102091	186548
3537	102121	186519
3538	102150	186491
3539	102179	186463
3540	102208	186434
3541	102237	186406
3542	102266	186378
3543	102295	186349
3544	102325	186321
3545	102354	186292
3546	102383	186264
3547	102413	186237
3548	102442	186209
3549	102472	186181
3550	102502	186155
3551	102532	186128
3552	102562	186102
3553	102592	186074
3554	102622	186047
3555	102651	186019
3556	102679	185990
3557	102710	185963
3558	102740	185937
3559	102770	185910
3560	102798	185879
3561	102828	185853
3562	102858	185826
3563	102887	185798
3564	102918	185772
3565	102948	185745
3566	102978	185719
3567	103007	185690
3568	103036	185662
3569	103066	185635
3570	103097	185609
3571	103127	185582
3572	103156	185554
3573	103186	185528
3574	103217	185502
3575	103249	185478
3576	103279	185452
3577	103308	185424
3578	103338	185397
3579	103367	185367
3580	103396	185339
3581	103426	185312
3582	103454	185282
3583	103483	185254
3584	103512	185225
3585	103541	185197
3586	103571	185170
3587	103602	185144
3588	103630	185114
3589	103661	185088
3590	103690	185060
3591	103720	185034
3592	103750	185006
3593	103779	184978
3594	103809	184950
3595	103838	184922
3596	103867	184893
3597	103896	184865
3598	103926	184838
3599	103955	184810
3600	103985	184783
3601	104012	184751
3602	104042	184723
3603	104069	184691
3604	104099	184664
3605	104128	184635
3606	104157	184607
3607	104186	184578
3608	104215	184550
3609	104245	184522
3610	104274	184494
3611	104303	184466
3612	104332	184436
3613	104361	184408
3614	104389	184378
3615	104419	184350
3616	104448	184322
3617	104477	184294
3618	104506	184266
3619	104535	184236
3620	104564	184207
3621	104591	184175
3622	104620	184147
3623	104647	184115
3624	104676	184086
3625	104706	184058
3626	104734	184028
3627	104764	184002
3628	104795	183976
3629	104824	183948
3630	104854	183921
3631	104884	183894
3632	104924	183884
3633	104954	183858
3634	104984	183830
3635	105013	183802
3636	105042	183773
3637	105071	183744
3638	105100	183717
3639	105130	183690
3640	105160	183662
3641	105189	183634
3642	105219	183606
3643	105247	183576
3644	105276	183548
3645	105303	183515
3646	105333	183488
3647	105363	183461
3648	105393	183435
3649	105424	183409
3650	105453	183381
3651	105483	183354
3652	105513	183327
3653	105544	183302
3654	105574	183274
3655	105609	183257
3656	105644	183237
3657	105674	183211
3658	105705	183186
3659	105734	183157
3660	105764	183130
3661	105794	183103
3662	105822	183074
3663	105852	183046
3664	105882	183018
3665	105911	182989
3666	105940	182961
3667	105969	182933
3668	105997	182902
3669	106027	182874
3670	106055	182845
3671	106083	182815
3672	106111	182784
3673	106140	182755
3674	106169	182727
3675	106199	182699
3676	106227	182669
3677	106256	182640
3678	106285	182611
3679	106312	182580
3680	106341	182551
3681	106368	182520
3682	106398	182492
3683	106428	182464
3684	106476	182469
3685	106515	182457
3686	106561	182458
3687	106609	182461
3688	106641	182437
3689	106680	182425
3690	106710	182398
3691	106739	182370
3692	106769	182343
3693	106796	182310
3694	106823	182279
3695	106853	182252
3696	106881	182222
3697	106911	182194
3698	106940	182166
3699	106968	182135
3700	107000	182111
3701	107029	182083
3702	107060	182057
3703	107090	182030
3704	107120	182003
3705	107148	181973
3706	107176	181942
3707	107206	181915
3708	107234	181885
3709	107263	181856
3710	107293	181828
3711	107321	181799
3712	107351	181771
3713	107379	181741
3714	107408	181713
3715	107436	181682
3716	107466	181654
3717	107495	181627
3718	107525	181599
3719	107553	181568
3720	107584	181543
3721	107614	181516
3722	107644	181488
3723	107672	181458
3724	107701	181430
3725	107731	181402
3726	107760	181374
3727	107788	181343
3728	107817	181314
3729	107846	181286
3730	107876	181258
3731	107905	181230
3732	107936	181204
3733	107965	181176
3734	107994	181146
3735	108023	181118
3736	108052	181090
3737	108082	181062
3738	108123	181054
3739	108153	181026
3740	108182	180998
3741	108212	180970
3742	108240	180941
3743	108268	180909
3744	108296	180878
3745	108327	180853
3746	108366	180842
3747	108397	180817
3748	108428	180790
3749	108457	180762
3750	108486	180733
3751	108516	180706
3752	108519	180635
3753	108549	180608
3754	108579	180579
3755	108608	180552
3756	108638	180524
3757	108667	180496
3758	108696	180466
3759	108725	180438
3760	108755	180410
3761	108784	180382
3762	108812	180350
3763	108839	180320
3764	108867	180289
3765	108897	180261
3766	108926	180233
3767	108956	180205
3768	108984	180176
3769	109014	180148
3770	109043	180120
3771	109073	180092
3772	109102	180063
3773	109131	180035
3774	109161	180007
3775	109191	179980
3776	109221	179953
3777	109250	179925
3778	109282	179901
3779	109311	179872
3780	109340	179844
3781	109370	179816
3782	109400	179789
3783	109429	179760
3784	109459	179732
3785	109488	179704
3786	109517	179675
3787	109546	179647
3788	109575	179618
3789	109606	179592
3790	109636	179566
3791	109666	179538
3792	109696	179510
3793	109724	179481
3794	109754	179453
3795	109783	179424
3796	109812	179395
3797	109839	179364
3798	109869	179337
3799	109898	179308
3800	109928	179280
3801	109957	179252
3802	109987	179224
3803	110015	179195
3804	110043	179164
3805	110073	179137
3806	110101	179105
3807	110130	179077
3808	110161	179051
3809	110189	179022
3810	110220	178995
3811	110250	178968
3812	110279	178940
3813	110306	178908
3814	110336	178880
3815	110364	178851
3816	110393	178822
3817	110436	178815
3818	110466	178788
3819	110496	178762
3820	110526	178734
3821	110556	178707
3822	110585	178678
3823	110615	178650
3824	110644	178622
3825	110674	178595
3826	110702	178564
3827	110730	178534
3828	110759	178505
3829	110789	178478
3830	110818	178449
3831	110847	178420
3832	110877	178392
3833	110906	178364
3834	110935	178336
3835	110964	178307
3836	110993	178278
3837	111023	178250
3838	111051	178219
3839	111078	178188
3840	111108	178160
3841	111137	178132
3842	111166	178104
3843	111194	178073
3844	111224	178045
3845	111253	178017
3846	111281	177986
3847	111310	177957
3848	111339	177928
3849	111368	177900
3850	111397	177871
3851	111425	177841
3852	111454	177811
3853	111482	177782
3854	111511	177753
3855	111541	177725
3856	111570	177697
3857	111599	177668
3858	111628	177639
3859	111657	177610
3860	111684	177578
3861	111713	177550
3862	111742	177521
3863	111772	177493
3864	111814	177484
3865	111841	177452
3866	111870	177425
3867	111900	177397
3868	111930	177369
3869	111956	177337
3870	111960	177267
3871	111989	177239
3872	112018	177210
3873	112047	177181
3874	112076	177153
3875	112106	177125
3876	112135	177097
3877	112164	177068
3878	112193	177038
3879	112221	177008
3880	112250	176980
3881	112278	176950
3882	112307	176921
3883	112335	176891
3884	112362	176858
3885	112391	176830
3886	112419	176798
3887	112447	176769
3888	112476	176741
3889	112505	176711
3890	112533	176682
3891	112563	176654
3892	112593	176626
3893	112622	176598
3894	112651	176570
3895	112680	176541
3896	112710	176513
3897	112739	176484
3898	112767	176454
3899	112797	176426
3900	112826	176398
3901	112855	176369
3902	112895	176358
3903	112923	176327
3904	112952	176299
3905	112982	176271
3906	113012	176243
3907	113041	176215
3908	113071	176187
3909	113101	176160
3910	113130	176132
3911	113159	176103
3912	113188	176074
3913	113216	176043
3914	113245	176015
3915	113274	175986
3916	113303	175957
3917	113332	175929
3918	113359	175897
3919	113389	175868
3920	113418	175840
3921	113447	175811
3922	113476	175783
3923	113505	175754
3924	113534	175726
3925	113564	175697
3926	113593	175669
3927	113622	175640
3928	113652	175612
3929	113681	175585
3930	113711	175557
3931	113741	175529
3932	113768	175498
3933	113796	175468
3934	113826	175440
3935	113855	175411
3936	113885	175384
3937	113914	175355
3938	113944	175328
3939	113973	175299
3940	114001	175268
3941	114030	175239
3942	114059	175211
3943	114089	175184
3944	114118	175155
3945	114148	175128
3946	114175	175096
3947	114205	175068
3948	114233	175038
3949	114262	175010
3950	114290	174978
3951	114317	174947
3952	114345	174917
3953	114374	174888
3954	114403	174859
3955	114432	174830
3956	114459	174799
3957	114488	174770
3958	114517	174741
3959	114547	174713
3960	114576	174685
3961	114605	174655
3962	114634	174627
3963	114663	174598
3964	114693	174570
3965	114720	174539
3966	114748	174509
3967	114778	174481
3968	114805	174450
3969	114835	174422
3970	114862	174391
3971	114892	174363
3972	114921	174334
3973	114951	174307
3974	114980	174278
3975	115008	174247
3976	115037	174219
3977	115066	174190
3978	115095	174162
3979	115124	174133
3980	115154	174105
3981	115183	174076
3982	115212	174048
3983	115241	174020
3984	115270	173991
3985	115300	173962
3986	115338	173948
3987	115369	173921
3988	115398	173893
3989	115427	173864
3990	115456	173835
3991	115486	173808
3992	115516	173780
3993	115545	173752
3994	115574	173723
3995	115604	173695
3996	115632	173666
3997	115660	173635
3998	115689	173606
3999	115717	173576
4000	115747	173549
4001	115777	173521
4002	115806	173492
4003	115833	173460
4004	115862	173432
4005	115891	173403
4006	115920	173374
4007	115950	173347
4008	115979	173318
4009	116009	173290
4010	116038	173261
4011	116064	173229
4012	116094	173201
4013	116123	173172
4014	116151	173142
4015	116181	173114
4016	116210	173086
4017	116239	173058
4018	116267	173027
4019	116297	172999
4020	116325	172969
4021	116353	172938
4022	116381	172908
4023	116409	172878
4024	116438	172849
4025	116467	172821
4026	116496	172791
4027	116525	172763
4028	116555	172735
4029	116583	172705
4030	116612	172676
4031	116641	172647
4032	116670	172619
4033	116699	172589
4034	116728	172561
4035	116758	172533
4036	116788	172506
4037	116817	172477
4038	116846	172448
4039	116875	172420
4040	116904	172391
4041	116933	172362
4042	116962	172333
4043	116990	172303
4044	117019	172275
4045	117048	172245
4046	117078	172217
4047	117107	172189
4048	117136	172161
4049	117166	172132
4050	117195	172105
4051	117224	172076
4052	117254	172048
4053	117283	172019
4054	117313	171992
4055	117343	171964
4056	117372	171936
4057	117401	171907
4058	117431	171879
4059	117460	171851
4060	117490	171823
4061	117519	171794
4062	117548	171766
4063	117577	171737
4064	117605	171706
4065	117634	171678
4066	117664	171650
4067	117694	171622
4068	117723	171594
4069	117752	171566
4070	117780	171535
4071	117808	171504
4072	117837	171476
4073	117866	171447
4074	117894	171417
4075	117923	171388
4076	117952	171360
4077	117982	171331
4078	118010	171301
4079	118038	171271
4080	118068	171243
4081	118097	171215
4082	118127	171187
4083	118155	171158
4084	118195	171144
4085	118224	171116
4086	118254	171088
4087	118283	171059
4088	118313	171031
4089	118339	170999
4090	118369	170971
4091	118398	170942
4092	118427	170914
4093	118457	170886
4094	118485	170856
4095	118514	170827
4096	118543	170799
4097	118571	170767
4098	118600	170739
4099	118629	170710
4100	118659	170682
4101	118688	170654
4102	118716	170623
4103	118744	170593
4104	118773	170565
4105	118802	170536
4106	118831	170508
4107	118860	170478
4108	118888	170447
4109	118916	170418
4110	118946	170390
4111	118973	170359
4112	119000	170327
4113	119029	170298
4114	119058	170269
4115	119087	170240
4116	119113	170208
4117	119142	170179
4118	119172	170151
4119	119201	170121
4120	119230	170093
4121	119260	170065
4122	119287	170034
4123	119317	170007
4124	119345	169976
4125	119376	169951
4126	119404	169921
4127	119433	169891
4128	119462	169862
4129	119491	169833
4130	119521	169806
4131	119551	169779
4132	119581	169752
4133	119611	169724
4134	119641	169696
4135	119670	169668
4136	119700	169641
4137	119730	169614
4138	119759	169585
4139	119789	169556
4140	119818	169528
4141	119848	169500
4142	119878	169473
4143	119906	169443
4144	119937	169416
4145	119967	169389
4146	119996	169360
4147	120025	169332
4148	120053	169301
4149	120081	169272
4150	120110	169243
4151	120140	169215
4152	120169	169186
4153	120199	169158
