iter	Logloss
155	0.6615443036
156	0.661364678
157	0.6611935982
158	0.6610079316
159	0.6608153195
160	0.6606373736
161	0.6604729684
162	0.6602840508
163	0.6600988448
164	0.6599349259
165	0.6597567466
166	0.6595855451
167	0.659421911
168	0.6592280968
169	0.6590545691
170	0.658884782
171	0.6587119333
172	0.6585459316
173	0.6583616052
174	0.6582008108
175	0.6580511771
176	0.6578679363
177	0.6576912544
178	0.65753957
179	0.6573579004
180	0.6571974133
181	0.6570245986
182	0.6568512004
183	0.6566935599
184	0.6565212945
185	0.6563592129
186	0.6562082874
187	0.6560190322
188	0.6558323785
189	0.6556695149
190	0.6555119519
191	0.6553441359
192	0.655173686
193	0.6550097311
194	0.6548422448
195	0.6546637537
196	0.6545074043
197	0.6543420123
198	0.6542136094
199	0.654036079
200	0.653858852
201	0.653697543
202	0.6535556906
203	0.6534017127
204	0.6532194892
205	0.6530518092
206	0.6528861272
207	0.6527572782
208	0.6525952544
209	0.6524479909
210	0.652270625
211	0.6521421893
212	0.6520021014
213	0.6518331492
214	0.6516602695
215	0.6515327988
216	0.6513699139
217	0.6511982697
218	0.6510442798
219	0.6508828455
220	0.6507043647
221	0.6505344264
222	0.6503758715
223	0.6502026041
224	0.6500371933
225	0.649882479
226	0.6497653683
227	0.6496043168
228	0.6494577792
229	0.649341137
230	0.6491828214
231	0.6490238002
232	0.648866237
233	0.6487127135
234	0.6485660864
235	0.648444601
236	0.6482816215
237	0.6481624255
238	0.6479919975
239	0.6478200478
240	0.647676247
241	0.6475179451
242	0.6473674221
243	0.6471988575
244	0.6470326754
245	0.6468923529
246	0.6467394866
247	0.6466221181
248	0.6464612702
249	0.646312904
250	0.6461545214
251	0.6460103021
252	0.6458589491
253	0.6456906857
254	0.6455534105
255	0.6454097971
256	0.6453024138
257	0.6451535909
258	0.6449928002
259	0.6448272018
260	0.6446875891
261	0.6445409197
262	0.6443828407
263	0.6442366371
264	0.6440780659
265	0.643923191
266	0.6437714186
267	0.6436173824
268	0.6434752649
269	0.6433164045
270	0.6431694054
271	0.6429980097
272	0.6428501942
273	0.6427011022
274	0.6425416137
275	0.6424107577
276	0.6423078784
277	0.6421597931
278	0.642012657
279	0.6418768114
280	0.6417189787
281	0.6416157089
282	0.6414549383
283	0.6413139261
284	0.6411842697
285	0.6410316991
286	0.6408862868
287	0.6407409506
288	0.6406054336
289	0.6404686252
290	0.6403463354
291	0.6402165754
292	0.6400891386
293	0.6399438999
294	0.6398099131
295	0.6396654843
296	0.6395393633
297	0.6394076901
298	0.6392641699
299	0.6391381536
300	0.6390085138
301	0.638894751
302	0.6387402098
303	0.6386392286
304	0.6385157793
305	0.638386359
306	0.6382543571
307	0.6380997525
308	0.6379749158
309	0.6378287481
310	0.6377281706
311	0.6376302647
312	0.6374913251
313	0.6373464163
314	0.6372090492
315	0.6370848752
316	0.6369515799
317	0.6368128799
318	0.6366908257
319	0.6365857339
320	0.6364555768
321	0.6363264389
322	0.6361937434
323	0.6360634399
324	0.6359515985
325	0.6357949161
326	0.6356731932
327	0.635520348
328	0.6353771455
329	0.6352422321
330	0.6351246526
331	0.6349886575
332	0.6348473489
333	0.6347465064
334	0.6345993176
335	0.6344965412
336	0.6343456023
337	0.6342221083
338	0.634085885
339	0.6339436185
340	0.6338115165
341	0.6336839609
342	0.633562397
343	0.6334149627
344	0.6332863327
345	0.6331502676
346	0.6330305413
347	0.6329081653
348	0.6327962518
349	0.6326592789
350	0.6325299658
351	0.6323963497
352	0.6322718811
353	0.6321286549
354	0.6319906043
355	0.6318587313
356	0.6317176513
357	0.6315719018
358	0.6314495386
359	0.6313199475
360	0.6311780158
361	0.6310537342
362	0.6309477858
363	0.6308058412
364	0.6306846885
365	0.6305665502
366	0.6304460736
367	0.6303318442
368	0.6302018227
369	0.6300708922
370	0.6299371437
371	0.6298481288
372	0.629725971
373	0.6295896482
374	0.6294590506
375	0.6293359638
376	0.6292209855
377	0.6291085227
378	0.6289866668
379	0.6288655595
380	0.6287373512
381	0.6286532686
382	0.6285359298
383	0.6284099978
384	0.6282760577
385	0.6281535469
386	0.6280468071
387	0.6279174665
388	0.6277849351
389	0.6276931147
390	0.6275649555
391	0.627451045
392	0.6273166739
393	0.6272124405
394	0.6271038475
395	0.6269671374
396	0.6268412793
397	0.6267091706
398	0.6266041394
399	0.6264874526
400	0.6263864783
401	0.6262489635
402	0.6261184655
403	0.6260021417
404	0.6258897912
405	0.6257572549
406	0.6256403664
407	0.625524838
408	0.6254008903
409	0.6252805266
410	0.6251754163
411	0.6250992779
412	0.6249820011
413	0.6248558935
414	0.6247389305
415	0.6246031501
416	0.6244779114
417	0.6243590511
418	0.6242303211
419	0.6241209247
420	0.6240095395
421	0.6239019908
422	0.6237914237
423	0.6237081914
424	0.6235837069
425	0.6234592252
426	0.6233395153
427	0.6232287415
428	0.6231276529
429	0.6230066218
430	0.6228918826
431	0.6227725249
432	0.6226513424
433	0.6225359018
434	0.6224328536
435	0.6223035211
436	0.6221912912
437	0.6220808701
438	0.6219571626
439	0.6218547461
440	0.6217490237
441	0.6216425878
442	0.6215322117
443	0.6214394112
444	0.6213169446
445	0.6212031205
446	0.621122347
447	0.6210067968
448	0.6209355376
449	0.6208633524
450	0.6207473352
451	0.6206378792
452	0.6205177378
453	0.6204242958
454	0.6203113913
455	0.6202100491
456	0.6201105156
457	0.6199887498
458	0.6198953209
459	0.6197829896
460	0.6197123942
461	0.6196053097
462	0.6195059688
463	0.6193906187
464	0.619286413
465	0.6191898152
466	0.6190680949
467	0.6189665104
468	0.6188775526
469	0.6187484391
470	0.6186217007
471	0.6185202527
472	0.618452271
473	0.6183382331
474	0.618216784
475	0.6181010987
476	0.6179972375
477	0.6178765585
478	0.6177681774
479	0.6176612702
480	0.617561895
481	0.617452891
482	0.6173388081
483	0.6172251848
484	0.6171140393
485	0.6170194888
486	0.6168958692
487	0.6168017264
488	0.6167147714
489	0.6166198394
490	0.6165117868
491	0.6164162412
492	0.6162980174
493	0.616198647
494	0.6161173482
495	0.6160248054
496	0.6159104619
497	0.615807639
498	0.6156996536
499	0.6155952699
500	0.6154846869
501	0.6153836357
502	0.6152728096
503	0.6151574405
504	0.6150716347
505	0.6149865101
506	0.6148854878
507	0.614767645
508	0.6146746179
509	0.6145759837
510	0.6144672147
511	0.6143546808
512	0.6142671684
513	0.6141527301
514	0.614054308
515	0.613936483
516	0.6138147067
517	0.6137135945
518	0.6136209035
519	0.6135569557
520	0.6134641629
521	0.6133616572
522	0.6132737508
523	0.6131784913
524	0.6131064541
525	0.6129958038
526	0.6129068729
527	0.6127948037
528	0.6127029641
529	0.6126049855
530	0.6125120627
531	0.6124219759
532	0.612339274
533	0.6122265931
534	0.6121290487
535	0.6120459428
536	0.6119490669
537	0.6118519391
538	0.6117423564
539	0.6116581387
540	0.6115599817
541	0.6114517517
542	0.6113394946
543	0.6112438313
544	0.611145284
545	0.6110318222
546	0.6109434799
547	0.6108763822
548	0.6107889618
549	0.6107057256
550	0.6105997947
551	0.6105001396
552	0.6104069038
553	0.6103300196
554	0.6102292711
555	0.6101337889
556	0.6100448486
557	0.6099584165
558	0.6098821219
559	0.6097740241
560	0.6096777686
561	0.6095727161
562	0.6094924407
563	0.6093859936
564	0.6093018232
565	0.6092458254
566	0.6091490228
567	0.6090937436
568	0.6089993077
569	0.6088920075
570	0.6088306742
571	0.6087512213
572	0.6086459596
573	0.6085417894
574	0.6084469609
575	0.6083715531
576	0.6082968756
577	0.6081933556
578	0.6080875015
579	0.6079987078
580	0.607919553
581	0.6078470475
582	0.6077923668
583	0.6077000139
584	0.6075990832
585	0.6075004608
586	0.6073989944
587	0.6073099303
588	0.6072286158
589	0.6071521966
590	0.6070630368
591	0.6069629833
592	0.6068643657
593	0.606774289
594	0.6066776534
595	0.6065769281
596	0.6064925181
597	0.6064146398
598	0.606315154
599	0.6062100695
600	0.6061366494
601	0.6060484193
602	0.6059499861
603	0.6058584968
604	0.6057698001
605	0.6056800386
606	0.60558709
607	0.6054907028
608	0.6054101533
609	0.6053192169
610	0.6052185866
611	0.6051143635
612	0.605032134
613	0.6049443543
614	0.6048486048
615	0.604770699
616	0.6046815891
617	0.6045980217
618	0.6045041423
619	0.6044263674
620	0.6043290757
621	0.6042382169
622	0.6041426164
623	0.6040423264
624	0.6039591458
625	0.6039080261
626	0.6038231953
627	0.6037432725
628	0.6036624265
629	0.6035592876
630	0.603487791
631	0.6034079147
632	0.6033061008
633	0.6032163631
634	0.603170678
635	0.6030913189
636	0.6030013242
637	0.6029290701
638	0.6028529702
639	0.6027756269
640	0.6027039862
641	0.6026080448
642	0.6025238671
643	0.6024313795
644	0.6023331241
645	0.6022459463
646	0.6021743841
647	0.6020965318
648	0.6020103594
649	0.6019292059
650	0.6018367327
651	0.6017484405
652	0.6016724984
653	0.6015897769
654	0.6014984876
655	0.6014086773
656	0.6013270683
657	0.6012387729
658	0.6011410016
659	0.601075465
660	0.6009982858
661	0.600922498
662	0.6008615841
663	0.6007952349
664	0.6007151571
665	0.6006381626
666	0.6005612184
667	0.600489304
668	0.6004121056
669	0.6003360881
670	0.6002424175
671	0.6001456567
672	0.6000544412
673	0.5999848949
674	0.599894034
675	0.5998110355
676	0.5997424474
677	0.5996579648
678	0.5995834925
679	0.5995047007
680	0.5994227024
681	0.5993383275
682	0.5992457234
683	0.5992020637
684	0.5991106988
685	0.5990285771
686	0.5989638577
687	0.5988862881
688	0.5987937293
689	0.5987153401
690	0.598633331
691	0.5985653722
692	0.5984946395
693	0.5984249372
694	0.5983564725
695	0.5982583886
696	0.5981815218
697	0.5980996885
698	0.598008237
699	0.5979429819
700	0.5978567516
701	0.5977641066
702	0.5976831224
703	0.5976000267
704	0.5975342015
705	0.5974552052
706	0.5973871301
707	0.597316464
708	0.5972388321
709	0.5971877252
710	0.597098589
711	0.5970396267
712	0.596982734
713	0.5968999882
714	0.5968243372
715	0.5967350416
716	0.5966783583
717	0.5965901664
718	0.5965192576
719	0.5964779789
720	0.5963914991
721	0.5963149311
722	0.5962312807
723	0.5961423541
724	0.5960632962
725	0.595998666
726	0.5959096167
727	0.5958338315
728	0.5957755857
729	0.5957021775
730	0.5956132716
731	0.5955296155
732	0.5954555718
733	0.5953820683
734	0.5952940778
735	0.5952115338
736	0.595140271
737	0.5950984773
738	0.5950199946
739	0.5949838352
740	0.5949046075
741	0.5948379887
742	0.5947641917
743	0.5946808607
744	0.5946079317
745	0.59452534
746	0.5944523973
747	0.5943782902
748	0.5943066202
749	0.5942368979
750	0.5941577967
751	0.5940857571
752	0.5940103462
753	0.5939447334
754	0.5938882074
755	0.5938089354
756	0.5937402366
757	0.5936570859
758	0.5935766217
759	0.5935249608
760	0.5934497041
761	0.593368706
762	0.5932903444
763	0.5932236806
764	0.5931500903
765	0.5930759324
766	0.5930070214
767	0.5929315497
768	0.5928671082
769	0.5927800673
770	0.5927086725
771	0.5926555835
772	0.5925702073
773	0.5925143797
774	0.5924394164
775	0.5923622549
776	0.5922922708
777	0.5922209864
778	0.592134812
779	0.5920600863
780	0.591984787
781	0.5919229749
782	0.591849506
783	0.5917708799
784	0.5917149112
785	0.5916448084
786	0.5915852724
787	0.5915053961
788	0.5914246468
789	0.5913660973
790	0.5912927377
791	0.5912277916
792	0.5911859129
793	0.5911161515
794	0.5910460632
795	0.5909618372
796	0.5908899737
797	0.5908076066
798	0.5907459373
799	0.5906868657
800	0.5906046063
801	0.5905295729
802	0.5904552467
803	0.5903834115
804	0.5903063874
805	0.5902265071
806	0.5901636487
807	0.590083604
808	0.5900175034
809	0.5899425348
810	0.5898722075
811	0.5898007697
812	0.5897270829
813	0.589653304
814	0.5895760837
815	0.5894974585
816	0.589415863
817	0.589358919
818	0.5892803737
819	0.5892150086
820	0.5891303118
821	0.5890550121
822	0.5889916159
823	0.5889101855
824	0.5888529519
825	0.5887851041
826	0.5887204573
827	0.5886484675
828	0.5885733712
829	0.5885031872
830	0.5884246579
831	0.5883752086
832	0.5882984557
833	0.5882421374
834	0.5881764286
835	0.5880998754
836	0.5880363012
837	0.5879697465
838	0.5879116838
839	0.5878414471
840	0.58778862
841	0.5877126857
842	0.5876449866
843	0.5875895938
844	0.5875056619
845	0.5874230726
846	0.5873629073
847	0.5873090287
848	0.5872510988
849	0.5871956219
850	0.587117765
851	0.5870557871
852	0.5869888734
853	0.5869143049
854	0.5868477575
855	0.5867875402
856	0.5867181615
857	0.5866388612
858	0.5865798688
859	0.5865154545
860	0.5864607796
861	0.5863965854
862	0.5863207022
863	0.5862472041
864	0.5861895399
865	0.5861104753
866	0.5860504127
867	0.5859787708
868	0.5859212305
869	0.585887626
870	0.5858121734
871	0.585743235
872	0.5856671698
873	0.585586454
874	0.5855254558
875	0.5854624783
876	0.5853926347
877	0.5853414193
878	0.5852819558
879	0.5852274161
880	0.5851462814
881	0.5850680398
882	0.5849875996
883	0.5849292065
884	0.5848554142
885	0.5847959255
886	0.5847219059
887	0.5846503469
888	0.5845770518
889	0.5845511252
890	0.584492417
891	0.5844217296
892	0.5843459878
893	0.5842872434
894	0.5842595447
895	0.5841944961
896	0.5841511552
897	0.5840739785
898	0.5839970241
899	0.5839229969
900	0.5838554657
901	0.5837820878
902	0.5837172935
903	0.5836592572
904	0.5835957953
905	0.5835352281
906	0.5834795627
907	0.5834266017
908	0.5833727129
909	0.5833211325
910	0.5832569538
911	0.5832037055
912	0.583144353
913	0.5830794362
914	0.5830115671
915	0.5829401294
916	0.5828802053
917	0.5828293335
918	0.5827766454
919	0.5827150987
920	0.5826624849
921	0.5826070061
922	0.5825526335
923	0.5824777899
924	0.5824009849
925	0.5823359383
926	0.5822668333
927	0.5822209485
928	0.582160239
929	0.5820912584
930	0.582040423
931	0.5819656495
932	0.5819012532
933	0.5818394257
934	0.581772011
935	0.5817002022
936	0.5816228756
937	0.5815778848
938	0.5815173572
939	0.5814617027
940	0.5813905444
941	0.5813301412
942	0.581259772
943	0.5812119973
944	0.5811389292
945	0.5810748226
946	0.581022002
947	0.5809597492
948	0.5808970982
949	0.5808278023
950	0.5807749544
951	0.5807170321
952	0.5806607002
953	0.5805881061
954	0.580539099
955	0.5804771894
956	0.5804067739
957	0.5803366397
958	0.5802800201
959	0.5802104677
960	0.5801473077
961	0.5800785037
962	0.5800385816
963	0.5799787591
964	0.5799087699
965	0.5798521801
966	0.5797869195
967	0.5797171383
968	0.5796636836
969	0.579609589
970	0.5795556161
971	0.5794892094
972	0.5794287416
973	0.5793741011
974	0.5793170365
975	0.5792629403
976	0.5792021625
977	0.5791447577
978	0.5790748615
979	0.5790075889
980	0.5789399692
981	0.578888967
982	0.5788330014
983	0.5787645359
984	0.5787158222
985	0.5786432047
986	0.5785976838
987	0.5785254488
988	0.5784727929
989	0.5784211519
990	0.5783519533
991	0.5782768252
992	0.5782065451
993	0.5781524255
994	0.5780990353
995	0.5780331604
996	0.5779695444
997	0.5779093405
998	0.5778538465
999	0.5777911686
1000	0.5777374733
1001	0.5776921064
1002	0.5776330303
1003	0.5775631777
1004	0.5775064993
1005	0.5774588761
1006	0.5773914269
1007	0.5773345342
1008	0.5772713184
1009	0.5772206531
1010	0.5771553499
1011	0.5771060741
1012	0.5770484276
1013	0.5769962843
1014	0.5769560042
1015	0.5768868861
1016	0.5768301505
1017	0.5767746872
1018	0.5767202766
1019	0.5766530555
1020	0.5766104435
1021	0.5765450068
1022	0.5764887936
1023	0.5764355352
1024	0.5763650016
1025	0.5762984982
1026	0.5762319073
1027	0.5761682997
1028	0.5761284789
1029	0.5760809621
1030	0.5760338782
1031	0.575979415
1032	0.5759084099
1033	0.5758475762
1034	0.5757934788
1035	0.5757481562
1036	0.5757056195
1037	0.5756541126
1038	0.5756086377
1039	0.5755577488
1040	0.5754896188
1041	0.5754521474
1042	0.5753902708
1043	0.5753417226
1044	0.575291245
1045	0.5752413942
1046	0.5751942742
1047	0.5751484712
1048	0.5750877111
1049	0.5750364302
1050	0.5749721386
1051	0.574922928
1052	0.5748798937
1053	0.5748299864
1054	0.5747841524
1055	0.574722248
1056	0.5746795326
1057	0.5746139291
1058	0.5745617348
1059	0.5745033375
1060	0.5744642865
1061	0.5744116119
1062	0.5743486136
1063	0.5742998259
1064	0.5742458671
1065	0.5741991226
1066	0.5741327515
1067	0.574098935
1068	0.5740796267
1069	0.5740268626
1070	0.5739798778
1071	0.5739238207
1072	0.5738845206
1073	0.5738322338
1074	0.5737758385
1075	0.5737117116
1076	0.573659688
1077	0.5736102423
1078	0.5735481896
1079	0.573484384
1080	0.5734243164
1081	0.573365279
1082	0.5733290951
1083	0.573266234
1084	0.5732163378
1085	0.573172714
1086	0.5731289641
1087	0.5730894987
1088	0.5730401551
1089	0.5729824607
1090	0.5729331781
1091	0.5728883485
1092	0.5728277323
1093	0.5727652263
1094	0.5727175712
1095	0.5726594512
1096	0.5726186745
1097	0.5725648627
1098	0.5725138682
1099	0.5724485752
1100	0.5724006192
1101	0.5723510849
1102	0.5722859279
1103	0.5722234393
1104	0.5721584162
1105	0.5721109574
1106	0.5720569304
1107	0.5720071987
1108	0.5719507238
1109	0.5718867634
1110	0.5718241183
1111	0.5717610899
1112	0.5716964186
1113	0.5716337302
1114	0.5715885931
1115	0.5715320909
1116	0.5714729533
1117	0.5714251935
1118	0.5713630176
1119	0.5713080602
1120	0.5712586904
1121	0.5711977
1122	0.5711517569
1123	0.5711144114
1124	0.5710697388
1125	0.57100818
1126	0.5709538011
1127	0.5708921711
1128	0.5708355326
1129	0.5707945703
1130	0.5707364305
1131	0.5706913696
1132	0.5706343155
1133	0.5705854552
1134	0.5705329665
1135	0.5704792886
1136	0.5704301793
1137	0.5703661691
1138	0.5703141046
1139	0.5702515453
1140	0.5701985912
1141	0.5701506675
1142	0.5700881264
1143	0.5700275894
1144	0.5699765869
1145	0.5699263415
1146	0.5698728183
1147	0.5698102018
1148	0.5697494808
1149	0.5697068541
1150	0.5696571515
1151	0.5696055104
1152	0.5695432315
1153	0.5694865333
1154	0.5694298358
1155	0.5693669407
1156	0.5693250625
1157	0.569289141
1158	0.5692307958
1159	0.5691850652
1160	0.5691411194
1161	0.569098441
1162	0.5690467576
1163	0.5689841067
1164	0.5689242397
1165	0.5688758384
1166	0.5688347987
1167	0.5687770132
1168	0.5687154008
1169	0.5686707069
1170	0.5686299259
1171	0.568566392
1172	0.5685252594
1173	0.5684797618
1174	0.5684392259
1175	0.5683961644
1176	0.5683361676
1177	0.568322798
1178	0.5682610565
1179	0.5682240436
1180	0.5681618865
1181	0.5681050662
1182	0.5680561747
1183	0.5679981703
1184	0.5679515857
1185	0.5679143428
1186	0.5678542012
1187	0.5678106356
1188	0.5677513771
1189	0.5676972582
1190	0.567650732
1191	0.5676111626
1192	0.5675525999
1193	0.5675155736
1194	0.5674560603
1195	0.5674032591
1196	0.5673613095
1197	0.567304644
1198	0.5672422448
1199	0.5671827376
1200	0.5671550236
1201	0.5670974954
1202	0.56703147
1203	0.5669709174
1204	0.5669127794
1205	0.5668547749
1206	0.5668036747
1207	0.566749468
1208	0.5667060839
1209	0.5666466636
1210	0.5665856237
1211	0.5665411159
1212	0.5664800581
1213	0.5664170048
1214	0.5663749418
1215	0.5663227953
1216	0.5662711749
1217	0.5662112845
1218	0.5661565173
1219	0.5660951734
1220	0.5660500183
1221	0.5660062263
1222	0.565964601
1223	0.5659274233
1224	0.5658907825
1225	0.5658342562
1226	0.565785082
1227	0.5657265683
1228	0.5656857388
1229	0.5656330662
1230	0.5655730835
1231	0.5655358206
1232	0.5655240646
1233	0.5654734744
1234	0.5654205845
1235	0.5653627791
1236	0.5653023366
1237	0.5652681109
1238	0.5652087634
1239	0.5651491385
1240	0.5650994459
1241	0.5650565648
1242	0.564997293
1243	0.5649395492
1244	0.5648792337
1245	0.5648419908
1246	0.5647894807
1247	0.5647378533
1248	0.5646859733
1249	0.5646289941
1250	0.5645918704
1251	0.5645543863
1252	0.5645074489
1253	0.5644630074
1254	0.5644058526
1255	0.5643613653
1256	0.5643070152
1257	0.5642586225
1258	0.5642028019
1259	0.5641486437
1260	0.5641114634
1261	0.5640535596
1262	0.5640023018
1263	0.5639599715
1264	0.5639040573
1265	0.5638588031
1266	0.5638242054
1267	0.5637851761
1268	0.5637399056
1269	0.56368785
1270	0.5636339755
1271	0.5636015227
1272	0.5635450313
1273	0.5634831533
1274	0.5634390271
1275	0.5633823223
1276	0.5633719961
1277	0.5633204537
1278	0.5632661417
1279	0.5632249466
1280	0.5631760794
1281	0.5631263543
1282	0.5631133883
1283	0.5630706361
1284	0.563029587
1285	0.5629754361
1286	0.5629241983
1287	0.5628664082
1288	0.562822277
1289	0.562768168
1290	0.5627086249
1291	0.5626542807
1292	0.5626056792
1293	0.5625597678
1294	0.5625137303
1295	0.562472875
1296	0.5624265157
1297	0.5623843571
1298	0.5623300898
1299	0.5622767457
1300	0.5622415315
1301	0.5622003018
1302	0.5621473334
1303	0.5621091007
1304	0.5620652241
1305	0.5620263868
1306	0.5619901966
1307	0.5619595014
1308	0.5619231991
1309	0.5618868398
1310	0.5618339548
1311	0.5617894385
1312	0.5617542447
1313	0.5617148562
1314	0.5616791255
1315	0.561638066
1316	0.5615857943
1317	0.5615302805
1318	0.5615017013
1319	0.5614491792
1320	0.5614061661
1321	0.5613527285
1322	0.5613154752
1323	0.5612789921
1324	0.5612241179
1325	0.5611849394
1326	0.5611390056
1327	0.5611061345
1328	0.5610521819
1329	0.5610198026
1330	0.5609673058
1331	0.5609083969
1332	0.5608789383
1333	0.5608299595
1334	0.5607778321
1335	0.5607398887
1336	0.5607018386
1337	0.5606578184
1338	0.5606050238
1339	0.5605499768
1340	0.5605113409
1341	0.5604554242
1342	0.5604467793
1343	0.5603915417
1344	0.5603508836
1345	0.5603255557
1346	0.5602709458
1347	0.5602257523
1348	0.5601755635
1349	0.5601217586
1350	0.5600846436
1351	0.5600361654
1352	0.55998271
1353	0.5599521262
1354	0.5598964844
1355	0.559852906
1356	0.5598183977
1357	0.5597759883
1358	0.5597388153
1359	0.5597015298
1360	0.5596435212
1361	0.5595914425
1362	0.5595440726
1363	0.5594951974
1364	0.5594468817
1365	0.5594114455
1366	0.5593558149
1367	0.5593036351
1368	0.5592569433
1369	0.559207179
1370	0.5591580997
1371	0.559111921
1372	0.5590685675
1373	0.5590120219
1374	0.5589758985
1375	0.558922817
1376	0.5588750612
1377	0.5588376303
1378	0.5587962315
1379	0.5587639104
1380	0.5587118288
1381	0.5586550612
1382	0.5586127248
1383	0.5585622654
1384	0.5585183648
1385	0.5584847949
1386	0.5584285992
1387	0.5583850774
1388	0.5583430466
1389	0.5583014579
1390	0.558242153
1391	0.5581997263
1392	0.5581428243
1393	0.5580864156
1394	0.558033269
1395	0.5580057583
1396	0.5579516087
1397	0.5578933384
1398	0.5578563109
1399	0.5578166132
1400	0.557765073
1401	0.5577222453
1402	0.5576693931
1403	0.557628624
1404	0.557576802
1405	0.5575276163
1406	0.5574941508
1407	0.5574482156
1408	0.5573983438
1409	0.5573508947
1410	0.5573124908
1411	0.5572738281
1412	0.5572158454
1413	0.5571718913
1414	0.5571331534
1415	0.5570860371
1416	0.557053119
1417	0.5570030526
1418	0.5569502468
1419	0.5568948757
1420	0.556845076
1421	0.5567909622
1422	0.5567482176
1423	0.5567107779
1424	0.556671314
1425	0.5566343154
1426	0.5565827094
1427	0.5565442406
1428	0.5564982652
1429	0.5564428027
1430	0.556404908
1431	0.5563490018
1432	0.556298454
1433	0.5562587186
1434	0.5562233317
1435	0.556171615
1436	0.5561194318
1437	0.5560756109
1438	0.5560214271
1439	0.5559806645
1440	0.5559384527
1441	0.5558836842
1442	0.5558389165
1443	0.5558064522
1444	0.5557725058
1445	0.5557353333
1446	0.5556978551
1447	0.5556610923
1448	0.5556101556
1449	0.5555617459
1450	0.5555245749
1451	0.5554729754
1452	0.5554372908
1453	0.5554059311
1454	0.5553740224
1455	0.5553234624
1456	0.5552718902
1457	0.55521657
1458	0.5551859401
1459	0.5551336581
1460	0.5550778324
1461	0.5550298871
1462	0.5549754377
1463	0.5549421364
1464	0.5548901836
1465	0.5548482597
1466	0.5548154843
1467	0.5547860448
1468	0.5547360062
1469	0.5546988782
1470	0.5546573106
1471	0.5546047914
1472	0.5545506649
1473	0.5545012402
1474	0.5544515964
1475	0.5544129604
1476	0.5543631903
1477	0.5543160222
1478	0.554265813
1479	0.5542205425
1480	0.5541836966
1481	0.5541320226
1482	0.5540929761
1483	0.5540419951
1484	0.5539922802
1485	0.5539484412
1486	0.55390453
1487	0.5538669426
1488	0.5538121619
1489	0.5537586362
1490	0.5537098753
1491	0.5536900485
1492	0.5536428404
1493	0.5536110476
1494	0.5535746007
1495	0.553523235
1496	0.5534759173
1497	0.5534333102
1498	0.5533940454
1499	0.5533448142
1500	0.5533024318
1501	0.5532596824
1502	0.5532099951
1503	0.5531754013
1504	0.5531398814
1505	0.5530875497
1506	0.5530373558
1507	0.5530115786
1508	0.5529620656
1509	0.5529121804
1510	0.552860039
1511	0.5528277103
1512	0.5527932109
